0.074285716,0.065714285,0.068571426,0.074285716,0.09142857,0.08857143,0.06285714,0.08571429,0.09142857,0.29714286,0.84134614,0.04414694,0.13703083,0.14120297,0.14055654,0.17702194,0.07601957,0.2840212,0.45942128
0.08630952,0.05654762,0.07440476,0.0625,0.0952381,0.08928572,0.05357143,0.0952381,0.0625,0.32440478,0.8076923,0.05599844,0.13039197,0.1438155,0.12737362,0.1875997,0.07330986,0.28151092,0.5224309
0.057894737,0.07368421,0.07368421,0.02631579,0.11578947,0.06842105,0.057894737,0.078947365,0.094736844,0.35263157,0.45673078,0.040831026,0.124451175,0.1362885,0.1349064,0.1996709,0.07135372,0.29249832,0.54512155
0.08938547,0.08938547,0.07821229,0.083798885,0.08100559,0.053072624,0.05865922,0.07821229,0.08100559,0.30726257,0.8605769,0.05492962,0.13905786,0.14155333,0.13623425,0.1805125,0.07011552,0.27759692,0.50644606
0.123595506,0.056179777,0.061797753,0.15168539,0.084269665,0.056179777,0.07865169,0.08988764,0.033707865,0.26404494,0.4278846,0.06526954,0.15413876,0.15686366,0.13198002,0.16857684,0.07453204,0.24863915,0.459434
0.086666666,0.14,0.10666667,0.06666667,0.053333335,0.07333333,0.08,0.046666667,0.06,0.28666666,0.36057693,0.04968889,0.16157676,0.1398235,0.12879463,0.16813122,0.07260924,0.2793758,0.4255812
0.093023255,0.093023255,0.093023255,0.069767445,0.093023255,0.08430233,0.069767445,0.049418606,0.046511628,0.30813953,0.8269231,0.057328284,0.15366618,0.1348301,0.1229057,0.18180372,0.0744453,0.27502072,0.42552397
0.08152174,0.032608695,0.125,0.05978261,0.054347824,0.092391305,0.08695652,0.092391305,0.097826086,0.2771739,0.44230768,0.0451914,0.14988557,0.14165269,0.14688896,0.16390634,0.07372647,0.2787486,0.4990637
0.03164557,0.07594936,0.08227848,0.11392405,0.06962025,0.06962025,0.06962025,0.101265825,0.12025317,0.2658228,0.37980768,0.016824227,0.14212222,0.154785,0.15112826,0.15951656,0.07782063,0.29780307,0.36070257
0.065868266,0.077844314,0.08383234,0.077844314,0.06287425,0.0748503,0.08383234,0.09281437,0.09580839,0.28443113,0.80288464,0.037469972,0.14766017,0.14691837,0.14129904,0.16810924,0.07491575,0.28362748,0.4521665
